492604;1039
493367;40
493983;3
495606;36
496340;176
496595;220
497804;242
498337;273
498344;648
501025;187
501518;313
501523;1025
504417;365
504598;147
504630;65
504653;27
505174;15
505258;16
505380;1847
506808;238
507269;2703
507276;1686
514312;206
516992;248
519852;13
522490;71
522893;39
524672;198
524814;53
524914;43
528462;93
528628;235
528648;108
531027;153
531145;7998
531503;1954
532736;1085
535510;39
535513;37
535634;62
536169;2275
538968;2199
539208;2377
541486;38
546848;55
550158;65
550650;213
551336;1999
552072;1274
552280;248
552645;24
556499;145
556886;37
557675;36
557682;37
557864;1199
557991;59
558558;33
561771;160
563507;997
563831;1187
564088;418
565807;330
566496;1729
566633;59
567233;349
567691;1629
567990;42
568433;206
569826;449
570654;32
572112;6
575198;482
575510;20
575676;16
577468;296
577870;13
578166;320
578504;132
578886;20
580439;57
582057;363
582755;450
582899;75
584285;89
587855;142
587897;227
588547;17
588568;1539
591677;500
592203;186
592808;2084
593927;22
595005;27
596072;151
596116;142
596519;225
598524;1899
600401;919
601037;1620
604347;10
605272;129
607357;470
608444;521
609066;13
609301;1026
610417;59
610625;135
613855;2099
614515;40
615017;373
615488;170
615554;48
615787;41
616179;11
616912;978
617112;53
617608;437
621305;39
621703;39
621864;39
622815;198
623745;488
625290;22
625970;482
626696;39
626710;491
627407;496
628538;2035
629286;237
630087;27
630510;129
630544;47
630595;168
630598;71
630814;127
631313;26
633946;210
640210;604
641573;11
645967;147
645969;138
647568;1818
650621;919
651024;80
651894;5578
652027;1616
652739;112
652937;37
655858;487
658828;13
659111;761
661269;26
661302;225
661304;202
663252;144
663340;173
665085;118
667214;108
667282;168
675557;19
677058;46
677207;249
677211;212
686688;115
687119;23
687252;80
687394;2
687601;31
688608;552
689880;44
690103;43
690393;471
690617;102
693996;185
694002;195
694003;235
694513;201
695280;30
696035;13
698335;29
699347;214
700769;444
701366;42
704122;204
704643;97
705263;133
707277;38
707406;305
707508;41
710562;27
710779;52
710798;67
712364;177
712404;24
712841;59
713014;128
713463;206
713528;2
716215;484
716710;500
717594;323
718222;478
718370;331
718556;2751
718965;1818
718981;37
719125;217
719150;42
720327;50
721916;1236
722091;919
722707;305
722803;37
722962;1616
723264;160
725519;326
726613;209
727751;538
728134;111
728617;318
728854;79
728941;59
732690;50
737394;27
738282;208
738328;49
739310;1149
740256;35
740265;240
743046;59
743572;145
744250;205
744423;225
745312;1239
747532;25
748230;264
748234;208
748561;208
748672;71
748950;57
749251;199
750049;51
750068;65
750961;229
751697;239
752361;50
752461;1252
753639;29
753644;7
753926;231
754758;220
755540;42
757839;40
760091;243
763245;153
765861;9
766047;12
773790;31
779832;45
780767;450
782114;516
782376;1356
782402;266
783141;208
783171;220
783603;99
784435;102
787793;62
789301;154
789384;16
791495;12
791550;60
791552;16
796211;52
804975;643
823668;6
830463;17
830674;484
834976;40
835791;63
859889;109
869659;146
871404;54
876370;101
876382;38
885821;37
934836;214
935313;12
941929;95
953670;37
953750;214
953763;55
953794;17
961013;2252
961325;2355
961379;7125
962051;3017
963403;548
964582;52
965868;233
966048;1359
966050;1349
966980;49
967683;9
967856;440
967889;699
968417;1729
969550;9297
969571;2259
972333;5578
972764;1341
974345;228
979459;62
980170;1639
980927;478
982841;607
984295;45
984296;34
985849;201
985979;22
986752;993
987378;349
987920;978
988015;35
990386;42
990892;349
996256;337
996505;121
996580;114
996585;119
996945;2023
997888;461
998032;66
998126;77
998414;290
998435;156
1000503;65
1000899;76
1001214;245
1001824;25
1004706;41
1004710;109
1005721;238
1012631;404
1012632;762
1014876;227
1015915;526
1025446;81
1032676;53
1034604;96
1038084;1320
1038248;780
1038483;94
1038508;631
1038509;437
1038603;2322
1039459;340
1039500;168
1039649;2165
1040208;94
1040520;296
1040676;447
